0.4937517713	motherboard
0.4932933483	updated
0.4928656940	set up
0.4924304749	making
0.4924304749	access
0.4924304749	laptop
0.4917899262	supply
0.4915949870	can t
0.4913578577	hdd
0.4913578577	blair
0.4900040436	arrival
0.4900040436	expecting
0.4900040436	met
0.4900040436	loves
0.4900040436	check
0.4900040436	note
0.4900040436	told
0.4900040436	piece
0.4900040436	beware
0.4900040436	times
0.4900040436	line
0.4885925790	free
0.4885925790	hook
0.4885925790	inexpensive
0.4885925790	end
0.4885925790	replaced
0.4885925790	feel
0.4885925790	finally
0.4885925790	fix
0.4885925790	light
0.4882691347	hd
0.4879439233	warranty
0.4879439233	purchasing
0.4879439233	damage
0.4879439233	pre
0.4879439233	installing
0.4879439233	dust
0.4877956620	cpu
0.4868487809	version
0.4865711745	early
0.4865711745	ethernet
0.4865711745	junk
0.4849947247	no complaints
0.4847195450	connection
0.4847195450	scratch
0.4845292887	updates
0.4845292887	called
0.4845238283	hardware
0.4845238283	desk
0.4845238283	ran
0.4845238283	playing
0.4845238283	instructions
0.4845238283	programs
0.4845238283	plan
0.4845238283	decided
0.4845238283	slot
0.4845238283	gb
0.4844084790	trying to
0.4841558816	a couple
0.4839117580	turned
0.4839117580	replacement
0.4839117580	expect
0.4839117580	package
0.4839117580	properly
0.4834731245	impressed
0.4834731245	hours
0.4834731245	wonderful
0.4825311301	vga
0.4823592295	activated
0.4823592295	load
0.4819896319	booted
0.4819896319	size
0.4819896319	trouble
0.4819896319	reason
0.4819896319	ago
0.4819896319	easily
0.4819896319	reliable
0.4819896319	loaded
0.4819896319	experience
0.4819896319	crashed
0.4819762674	opened
0.4819762674	today
0.4819762674	weeks
0.4818489552	so far
0.4817332786	external
0.4817332786	optiplex
0.4817332786	refurb
0.4817332786	minor
0.4816214950	returned
0.4815320093	kids
0.4798816491	damaged
0.4795615776	packed
0.4795615776	delivered
0.4795615776	order
0.4786121483	speed
0.4767676946	build
0.4767126146	i5
0.4767126146	bargain
0.4761709084	decent
0.4738250305	plug
0.4733801324	dvd drive
0.4732905583	description
0.4732905583	job
0.4701466948	added
0.4698401842	paid
0.4698401842	broken
0.4698401793	as described
0.4692725122	didn t work
0.4692132344	send
0.4692132344	extremely
0.4689549635	delivery
0.4689549635	long
0.4689549635	start
0.4686024497	happier
0.4686024497	gift
0.4686024497	waste
0.4676611875	hdmi
0.4664085181	amazing
0.4664085181	minutes
0.4659842966	specs
0.4659842966	packaging
0.4659842966	wrong
0.4659842966	shipped
0.4652421823	months
0.4648279509	beat
0.4647699600	performance
0.4637367896	review
0.4637367896	simple
0.4637367896	gave
0.4637278682	boot
0.4632360008	running
0.4626668610	gaming
0.4621642091	reviews
0.4621440520	buying
0.4620954324	awesome
0.4620923168	issue
0.4619745390	upgrade
0.4616971789	years
0.4606276395	days
0.4591114897	bad
0.4581189769	as advertised
0.4577073758	quiet
0.4575072885	able to
0.4562451929	expectations
0.4558012753	item
0.4551301240	not sure
0.4546071473	super
0.4539948736	speakers
0.4539948736	things
0.4539056203	plugged
0.4539056203	scratches
0.4528669326	included
0.4528372693	installed
0.4515812183	looked
0.4511262440	quick
0.4508967097	cheap
0.4502867690	older
0.4502568459	year old
0.4499133721	open
0.4472483059	copy of
0.4379134657	easy set
0.4341458333	fast shipping
0.4231275988	instead of
0.4214612651	only thing
0.4189586136	two stars
0.4172069639	this computer
0.4162310981	did not come with
0.4142793665	i guess
0.4135211053	a refurbished computer
0.4047093448	a month
0.4043782925	another one
0.4031310981	i m
0.4011181818	works perfectly
0.3999752178	better than
0.3996964744	great price
0.3938005064	connect to
0.3934516692	no problems
0.3930911172	arrived on time
0.3829529956	looks like
0.3811002178	did not work
0.3805881327	going to
0.3790820360	usb 3
0.3678826576	doesn t work
0.3673867109	computer
0.3606162435	more than
0.3601347416	very nice computer
0.3581678225	but other than
0.3575495229	20
0.3557075855	great deal
0.3534400447	turn on
0.3530471778	well packaged
0.3526128164	pay for
0.3522550488	1
0.3513298077	great product
0.3503075133	comes with
0.3498802663	8
0.3470916320	basic computer
0.3469872752	right out of
0.3468300789	m
0.3439714300	a couple of
0.3432344891	buy again
0.3430811483	did
0.3425138774	went
0.3422683410	make
0.3418833219	see
0.3415225272	7
0.3408368701	built in
0.3403152962	10
0.3396498932	the computer
0.3395479812	ready to
0.3394630308	instead
0.3392602270	much
0.3391973795	three
0.3390549147	less
0.3390320288	sure
0.3385180870	d
0.3385171093	great condition
0.3382130183	value
0.3380470608	come
0.3377713242	year
0.3368592061	through
0.3367715907	another
0.3367099098	trying
0.3363676869	going
0.3362091512	best
0.3359943826	four
0.3352152432	seems
0.3346452395	no issues
0.3345141789	great value
0.3344251644	far
0.3338902017	than
0.3337498435	same
0.3337079740	great computer
0.3329163795	pretty good
0.3327814289	take
0.3326599220	a lot
0.3325634213	i ve
0.3317438083	system
0.3314707246	exactly
0.3314490564	looking
0.3313184736	five
0.3311511168	enough
0.3310261805	once
0.3309627997	tried
0.3307370718	right
0.3303219407	way
0.3303184736	t
0.3301327497	1050
0.3300065970	mine
0.3299690414	few
0.3274799962	know
0.3268715021	very happy with
0.3268036845	comes
0.3266596135	two
0.3263606834	little
0.3263383612	4
0.3261611253	first
0.3245476400	do
0.3242974123	runs great
0.3242300407	since
0.3240829912	got
0.3236949594	want
0.3235988615	go
0.3234940213	other than
0.3223129426	plenty of
0.3221602623	say
0.3214064191	5
0.3213280630	3
0.3209654320	other
0.3202619061	the price
0.3193643690	need
0.3190252144	99
0.3179224302	it
0.3175126091	looks
0.3160517330	a few
0.3155946623	mine came with
0.3138166100	came
0.3102250735	a week
0.3074859587	better
0.3064753982	to replace
0.3064347869	again
0.3056630966	than i expected
0.3055927127	does
0.3053832795	because
0.3046101383	time
0.3045447067	working great
0.3034905497	very satisfied with
0.3034123751	i ll
0.2997797633	very disappointed
0.2980579740	exactly as
0.2978982482	new
0.2977107517	right up
0.2973823291	old
0.2965679421	2
0.2924516608	very pleased with
0.2916952788	above
0.2916952788	along
0.2916952788	non
0.2916952788	must
0.2916952788	might
0.2890140255	back
0.2879707085	to return
0.2878795962	rather
0.2878795962	wont
0.2878795962	doesnt
0.2878795962	someone
0.2874530050	well
0.2869722318	used
0.2865569785	seem
0.2865569785	least
0.2857763445	good shape
0.2822122669	do not
0.2819412473	get
0.2806020299	to buy
0.2801021504	30
0.2801021504	especially
0.2801021504	until
0.2801021504	upon
0.2801021504	please
0.2801021504	try
0.2801021504	cant
0.2801021504	later
0.2799534355	good
0.2784496740	except
0.2784496740	wish
0.2784496740	why
0.2778913617	more
0.2772666028	front
0.2772666028	us
0.2772666028	own
0.2770368504	where
0.2770368504	such
0.2770368504	im
0.2762119128	can
0.2755500256	those
0.2755500256	6
0.2755500256	call
0.2755500256	during
0.2755500256	otherwise
0.2753537792	his
0.2742184072	keep
0.2740056060	very
0.2738475883	quite
0.2738475883	people
0.2738475883	doing
0.2738475883	itself
0.2736787933	use
0.2725159699	our
0.2725159699	although
0.2725159699	done
0.2723914877	looking for
0.2710481127	else
0.2710481127	okay
0.2707516554	only
0.2707266608	of ram
0.2706791846	work
0.2700498812	one
0.2693105956	anyone
0.2693105956	always
0.2693105956	either
0.2693105956	let
0.2692946623	good value
0.2682998923	last
0.2682998923	top
0.2678320352	side
0.2678054118	8300
0.2655425867	now
0.2638896223	second
0.2638896223	dont
0.2626171614	100
0.2626171614	different
0.2623727697	put
0.2623727697	didnt
0.2617282224	s
0.2616884903	at
0.2616409710	yet
0.2616409710	think
0.2616409710	away
0.2616409710	every
0.2615842133	from
0.2614067002	the hard drive
0.2612303455	etc
0.2612303455	help
0.2609736284	plus
0.2602581679	an
0.2602113733	worked great
0.2600910151	everything
0.2599981052	200
0.2599981052	here
0.2599981052	within
0.2594272591	with
0.2592902085	may
0.2591744076	under
0.2591744076	around
0.2591744076	several
0.2590866581	many
0.2586074299	so
0.2585458606	if
0.2579396479	pleased with
0.2577750689	but
0.2568828166	into
0.2568555062	ever
0.2559406203	she
0.2559406203	her
0.2558935244	like
0.2556734306	their
0.2556734306	tell
0.2541948136	something
0.2541221832	never
0.2541214300	very pleased
0.2540187402	out
0.2538773834	without
0.2538773834	over
0.2537792498	just
0.2531834194	the
0.2526143153	even
0.2523299686	thank
0.2518488213	actually
0.2518488213	overall
0.2518488213	made
0.2518488213	while
0.2516578212	on
0.2514141751	how
0.2513688213	most
0.2513688213	being
0.2513446623	come with
0.2513374277	i
0.2512773928	find
0.2512418088	anything
0.2511779587	both
0.2511613696	getting
0.2511236714	no
0.2505853724	by
0.2496581543	seems to
0.2496578212	in
0.2495880821	and
0.2495148087	to
0.2494943625	started
0.2494063145	satisfied with
0.2490839640	not
0.2490657910	almost
0.2489412308	thanks
0.2489387785	took
0.2489387785	having
0.2489034257	needs
0.2487747080	your
0.2477834240	should
0.2477747080	off
0.2476674289	day
0.2475943625	look
0.2474327544	give
0.2474327544	already
0.2469995220	too
0.2469333123	them
0.2464349942	just fine
0.2462779892	definitely
0.2462779892	though
0.2462779892	who
0.2462779892	down
0.2462256147	came with
0.2459613258	ok
0.2459542547	re
0.2454341261	however
0.2452424289	said
0.2451144164	as
0.2449922749	found
0.2449922749	sent
0.2444482306	before
0.2444428225	happy with
0.2443377058	still
0.2442929698	he
0.2442630742	all
0.2441804487	does not
0.2441484118	nothing
0.2439768623	this
0.2439474619	using
0.2430187334	for
0.2419800206	of
0.2418803766	the same
0.2403999653	easy to
0.2402371002	up
0.2401474619	then
0.2400285451	at all
0.2387548755	could
0.2386474619	were
0.2379807953	which
0.2377793306	a
0.2362286089	to take
0.2360170313	these
0.2357834069	i thought
0.2344851107	so much
0.2338446416	really
0.2334131327	to make
0.2327251944	we
0.2318565669	also
0.2307375194	did not
0.2306178849	well worth
0.2302505148	problems with
0.2302316392	on amazon
0.2293707085	i wanted
0.2292613289	very good
0.2274528099	been
0.2274528099	there
0.2274528099	its
0.2271631327	i tried
0.2270015903	some
0.2269041861	like new
0.2257162869	any
0.2248805098	the power supply
0.2237494963	the fan
0.2232810259	the box
0.2225423654	about
0.2222040754	when
0.2219755039	will
0.2219040754	after
0.2216206627	very satisfied
0.2214849379	are
0.2211580148	me
0.2209755039	am
0.2209755039	or
0.2209728091	good computer
0.2206504006	they
0.2206284910	works well
0.2204041861	to do
0.2201591744	has
0.2187057734	a new one
0.2176207085	a bit
0.2162225624	what
0.2157446623	very well
0.2156113289	a little
0.2143061331	you
0.2143061331	have
0.2143061331	had
0.2138283262	would
0.2136887821	an excellent
0.2133061331	that
0.2133061331	my
0.2132841634	is
0.2132841634	was
0.2130876540	than expected
0.2129278548	be
0.2121595418	great pc
0.2116976926	very nice
0.2087697788	buy from
0.2080008394	i couldn t
0.2068643593	i bought
0.2056632853	a computer
0.2040607601	i don t
0.1991156663	mine came
0.1979840645	buy for
0.1977297994	to see
0.1976870948	computer for
0.1966733059	i did
0.1961528236	a great computer
0.1916983503	great computer for
0.1883873751	the internet
0.1857874917	to go
0.1847152972	good deal
0.1839887182	as expected
0.1838481976	works like
0.1814126360	nice computer
0.1812037615	new computer
0.1811816392	to add
0.1789840645	refurbished computer
0.1782037615	computer and
0.1773541583	the best
0.1737037615	computer i
0.1707037615	computer came
0.1707037615	computer with
0.1698598138	i got
0.1666684441	on time
0.1662786172	out of
0.1637512279	as well
0.1637037615	computer but
0.1635976926	very happy
0.1627494963	i ordered
0.1626154138	quickly and
0.1617513806	this computer for
0.1599738012	right out
0.1567869422	t even
0.1556946345	to say
0.1547901252	not buy
0.1538224401	good condition
0.1534501457	the money
0.1528875916	to get
0.1509160631	to use
0.1508430028	the seller
0.1489739552	very fast
0.1486779679	i went
0.1483430028	the case
0.1470828297	i needed
0.1450827298	a new
0.1414786172	i love
0.1398321886	i didn t
0.1392582709	arrived in
0.1392186966	computer arrived
0.1373113012	the first
0.1295042582	this machine
0.1287565393	not come
0.1273238553	i purchased
0.1270042582	this product
0.1246452839	the product
0.1236732060	once i
0.1220981976	works good
0.1206233059	i expected
0.1167513806	better than i
0.1158630328	slow and
0.1158398726	enough to
0.1146405220	the tower
0.1140042582	good product
0.1137201757	inside and
0.1091351107	of time
0.1088119505	good price
0.1084905220	the company
0.1053154138	issues with
0.1048643315	the cost
0.1046065393	i know
0.1043868423	ram and
0.1043398726	tried to
0.1040976648	i received
0.1037201757	clean and
0.1017732060	since i
0.1017201757	ssd and
0.1014232060	i need
0.1008035090	fast and
0.0981065393	want to
0.0976405220	the screen
0.0963255869	came in
0.0962779679	need to
0.0920309982	a problem
0.0917136822	used for
0.0909137821	good purchase
0.0889035090	machine for
0.0888136822	a good
0.0887493964	the way
0.0882606518	great for
0.0882214744	to install
0.0874910090	arrived on
0.0864939852	mouse and
0.0854208250	i can t
0.0846898726	the system
0.0844661630	this thing
0.0840232060	the time
0.0839035090	perfect for
0.0838273185	keyboard and
0.0823993964	one of
0.0812214744	to play
0.0805667125	the pc
0.0805565393	good for
0.0795232060	the back
0.0792374917	this one
0.0790238553	this unit
0.0788273185	drive and
0.0779874917	s not
0.0779035090	pc for
0.0777439852	card and
0.0768773726	back of
0.0764939852	monitor and
0.0761136822	not work
0.0761024267	and play
0.0737439852	thing i
0.0730939852	price for
0.0727136822	i use
0.0727035256	a great price
0.0724939852	easy and
0.0721035256	a great deal
0.0720309982	this seller
0.0720232060	the only
0.0713273185	condition and
0.0710976648	the unit
0.0707732060	new one
0.0699939852	fine and
0.0695232060	the other
0.0690939852	price and
0.0687606518	great with
0.0685024267	this purchase
0.0684939852	nice and
0.0682136822	and everything
0.0680939852	great and
0.0647738553	with windows 7
0.0647136822	this as
0.0644595696	a usb
0.0638762363	the keyboard
0.0636667125	a great
0.0631511822	in good
0.0628017774	this system
0.0624636822	because i
0.0618762363	the monitor
0.0615548077	to run
0.0612136822	i do
0.0607136822	now and
0.0602898726	so i
0.0594803488	all in
0.0594595696	the quality
0.0578803488	all of
0.0577136822	well and
0.0565667125	the power
0.0563803488	if i
0.0563803488	work with
0.0558803488	good but
0.0550190934	this pc
0.0544595696	a wifi
0.0544595696	the problem
0.0543803488	the one
0.0537136822	new and
0.0534595696	the dvd
0.0530470155	as of
0.0529803488	good and
0.0524803488	to work
0.0518803488	i like
0.0514803488	a very
0.0506262363	a video
0.0505309982	very easy
0.0498167125	the hp
0.0497136822	time and
0.0495667125	the drive
0.0494803488	as i
0.0493803488	than i
0.0490667125	the mouse
0.0475667125	the purchase
0.0464803488	up and
0.0463762363	the machine
0.0463613012	as good
0.0458803488	now i
0.0453803488	time i
0.0449500458	the price i
0.0443803488	work and
0.0440238553	with windows 10
0.0438803488	one i
0.0438803488	i can
0.0438690934	this desktop
0.0435667125	of windows
0.0431667125	the windows
0.0430667125	a desktop
0.0397333791	a refurbished
0.0397333791	a nice
0.0395041583	so good
0.0387333791	the hard
0.0386024267	everything works
0.0362333791	and mouse
0.0354976648	the box and
0.0340042125	to set
0.0273809982	the windows 10
