306	expect	[(17, 2.1239395141601562), (15, 1.8559545278549194)]
307	afford	[(0, 2.4428586959838867), (15, 2.1023879051208496)]
308	crevic	[(7, 4.601984977722168)]
309	want_to_us	[(11, 2.2206079959869385), (3, 2.0991485118865967)]
310	easiest	[(0, 0.8878768086433411)]
311	flaw	[(6, 2.1836001873016357), (11, 1.9090502262115479)]
312	need_to	[(1, 1.9394197463989258), (17, 1.6174542903900146)]
313	later	[(0, 2.9015114307403564), (6, 1.8914711475372314)]
314	more	[]
315	email	[(4, 1.9448294639587402), (0, 1.516870379447937)]
316	melt	[(4, 2.864424228668213)]
317	sno	[(0, 0.8878768086433411)]
318	chunk	[(8, 1.7639650106430054), (1, 1.6889792680740356)]
319	pesto	[(16, 3.2105259895324707), (5, 1.883764624595642)]
320	flexibl	[(15, 3.096482515335083)]
321	dud	[(14, 3.1237611770629883), (6, 1.8914711475372314)]
322	them	[]
323	port	[(10, 1.0290238857269287)]
324	everything_into	[(0, 1.6200236082077026)]
325	convers	[]
326	both	[]
327	place	[(11, 2.241053581237793), (17, 2.2327628135681152)]
328	teeth	[(9, 2.5287225246429443)]
329	oper	[(13, 1.5979005098342896), (11, 1.4533557891845703)]
330	lime	[(10, 1.0290238857269287)]
331	cristal	[(0, 0.8878768086433411)]
332	curri	[(5, 3.7287981510162354)]
333	concern	[(13, 1.5979005098342896), (12, 1.3448532819747925)]
334	cover	[(14, 2.4254021644592285), (4, 1.9431177377700806)]
335	softer	[(10, 1.0290238857269287)]
336	hair	[(6, 2.345468282699585)]
337	meanwhil	[]
338	strong	[(5, 2.0728325843811035), (6, 1.8206530809402466)]
339	this_machin	[(6, 1.8914711475372314), (10, 1.4933147430419922)]
340	yogurt	[(8, 2.289904832839966), (2, 1.9419987201690674)]
341	step	[(3, 2.4932687282562256), (0, 1.8016666173934937)]
342	function	[(19, 1.9510183334350586), (16, 1.7690914869308472)]
343	five_star	[(15, 4.316781997680664), (5, 2.6970865726470947)]
344	togeth	[]
345	the_tow	[(2, 3.406636953353882)]
346	pasta	[(6, 2.345468282699585)]
347	nut	[(5, 2.531704902648926), (12, 2.0548250675201416)]
348	trying_to	[(3, 1.3738622665405273), (12, 1.3448532819747925)]
349	med	[(0, 0.8878768086433411)]
350	valu	[(11, 2.2206079959869385), (15, 2.1023879051208496)]
351	pop	[(0, 2.1770575046539307), (9, 1.7169015407562256)]
352	ginger	[(6, 1.5924792289733887), (10, 0.6986660957336426)]
353	beauti	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
354	prepar	[(17, 2.8147132396698), (15, 2.1023879051208496)]
355	used_for	[(6, 2.5399646759033203), (4, 1.9448294639587402)]
356	yrs	[(7, 3.7112083435058594), (14, 3.1237611770629883)]
357	bacteri	[(2, 3.406636953353882)]
358	find	[(18, 1.8376518487930298), (12, 1.7787481546401978)]
359	center	[(3, 2.351839065551758), (19, 2.228896141052246)]
360	scrape	[(2, 2.211827039718628), (18, 2.0929818153381348)]
361	great_buy	[(15, 4.6380615234375)]
362	cord	[(11, 1.9090502262115479), (1, 1.5083284378051758)]
363	scratch	[(11, 3.270601987838745)]
364	blood	[(0, 0.8878768086433411)]
365	imagin	[(2, 2.3129701614379883), (10, 1.7140696048736572)]
366	extend	[(13, 2.098916530609131), (2, 1.9884538650512695)]
367	precious	[(12, 3.026430130004883)]
368	thought	[(9, 1.679978609085083), (7, 1.5771507024765015)]
369	very_pleas	[]
370	march	[(9, 2.5287225246429443)]
371	elimin	[(5, 1.883764624595642), (0, 1.8016666173934937)]
372	ready_to_mak	[(10, 1.0290238857269287)]
373	so_good	[(10, 1.4933147430419922), (0, 0.7160161733627319)]
374	mix	[(1, 1.41172456741333), (15, 1.2999905347824097)]
375	friday	[(9, 2.0392541885375977), (10, 1.4933147430419922)]
376	littl	[]
377	materi	[(5, 1.892960786819458), (15, 1.5719596147537231)]
378	lunch	[(10, 1.0290238857269287)]
379	big	[(12, 2.3587522506713867), (8, 2.011422872543335)]
380	a_new_on	[(11, 1.9090502262115479), (3, 1.8046319484710693)]
381	pregnant	[(10, 1.0290238857269287)]
382	something_i	[(1, 2.083897590637207), (0, 1.3064460754394531)]
383	mean	[(2, 2.29469633102417), (3, 2.167630195617676)]
384	thing_i_did	[(0, 0.8878768086433411)]
385	dough	[(0, 0.8878768086433411)]
386	twist	[(11, 3.8999085426330566), (10, 0.6986660957336426)]
387	residu	[(14, 2.629976511001587), (1, 1.7544881105422974)]
388	obvious	[(17, 3.340336561203003), (11, 2.8196592330932617)]
389	am	[]
390	aforement	[]
391	gym	[(5, 3.0070388317108154), (2, 2.7472362518310547)]
392	simpl	[(15, 2.744081497192383), (5, 2.0680103302001953)]
393	offer	[(13, 2.098916530609131), (11, 1.9090502262115479)]
394	alway	[(0, 0.8878768086433411)]
395	asid	[(12, 2.4406235218048096), (0, 0.7160161733627319)]
396	extrem	[(0, 1.2330540418624878), (2, 1.1674917936325073)]
397	break	[(2, 1.3418437242507935), (11, 1.10211181640625)]
398	ship	[(14, 2.4657366275787354), (4, 2.3157851696014404)]
399	manufactur	[(7, 1.5771507024765015), (4, 1.498590111732483)]
400	fund	[(5, 3.7287981510162354)]
401	was_not	[(19, 2.644817352294922), (4, 1.9431177377700806)]
402	dishwash	[(4, 1.7839010953903198), (1, 1.4939783811569214)]
403	look	[(16, 0.640271782875061), (12, 0.6311664581298828)]
404	press	[(13, 2.300267219543457), (17, 1.842189073562622)]
405	entir	[(4, 2.2198703289031982), (17, 2.104566812515259)]
406	24	[]
407	jacob	[(3, 3.0917115211486816)]
408	stinki	[(8, 4.301128387451172)]
409	shift	[(0, 1.6200236082077026)]
410	may	[]
411	cup	[(11, 1.5759745836257935), (8, 1.5598431825637817)]
412	wouldn_t	[(2, 2.2169482707977295), (4, 1.498590111732483)]
413	nicer	[(1, 2.5840816497802734)]
414	able_to_mak	[(12, 3.026430130004883)]
415	intens	[]
416	did_not	[(16, 2.703026056289673), (13, 2.441460371017456)]
417	often	[]
418	noisi	[(7, 2.0449817180633545), (17, 1.842189073562622)]
419	uniqu	[(10, 1.0290238857269287)]
420	recip	[(10, 3.886596202850342), (12, 3.0953989028930664)]
421	time_i_purchas	[]
422	problems_with	[(10, 1.0290238857269287)]
423	frustrat	[(19, 3.540684700012207), (14, 3.1237611770629883)]
424	a_coupl	[(13, 1.8254848718643188), (15, 1.5719596147537231)]
425	delici	[(16, 2.0210580825805664), (5, 1.892960786819458)]
426	total	[(14, 2.2609832286834717), (1, 1.5083284378051758)]
427	brand	[(16, 1.584402322769165), (19, 1.5405142307281494)]
428	notch	[(10, 1.0290238857269287)]
429	forc	[(17, 2.4198009967803955), (3, 1.8046319484710693)]
430	the_box_and	[(9, 2.5287225246429443)]
431	believ	[(2, 1.9884538650512695), (15, 1.8074167966842651)]
432	the_purchas	[]
433	silli	[(10, 1.0290238857269287)]
434	pictur	[(15, 1.5895144939422607), (7, 1.5771507024765015)]
435	attach	[(6, 3.5349769592285156), (5, 1.892960786819458)]
436	occasion	[(0, 0.8878768086433411)]
437	case	[(0, 2.2341086864471436)]
438	right_up	[(11, 3.270601987838745)]
439	prevent	[(4, 1.6719642877578735), (1, 1.5083284378051758)]
440	attach	[(6, 3.5349769592285156), (5, 1.892960786819458)]
441	sherbet	[(1, 2.5840816497802734)]
442	wait	[(13, 3.021507740020752), (16, 2.3237838745117188)]
443	i_lov	[(10, 1.7582286596298218), (0, 1.6228759288787842)]
444	standard	[(4, 1.6719642877578735), (6, 1.3690497875213623)]
445	pricey	[(13, 3.5958824157714844)]
446	sturdi	[(2, 1.4959651231765747), (17, 1.2459611892700195)]
447	crack	[(3, 4.106037139892578), (4, 3.835684299468994)]
448	cool	[(2, 2.3129701614379883), (11, 2.2206079959869385)]
449	still	[]
450	growth	[(2, 3.406636953353882)]
451	the_price_and	[(15, 3.096482515335083)]
452	help	[(6, 2.0736210346221924), (19, 1.9510183334350586)]
453	gross	[(0, 1.8016666173934937), (10, 1.4933147430419922)]
454	observ	[(10, 0.8298423886299133), (0, 0.7160161733627319)]
455	tea	[(10, 1.0290238857269287)]
456	troubl	[(2, 2.526850938796997), (15, 1.5719596147537231)]
457	didn_t	[(9, 1.4586862325668335), (2, 1.3073673248291016)]
458	don_t_even	[(7, 3.7112083435058594), (9, 2.0392541885375977)]
459	concern	[(13, 1.5979005098342896), (12, 1.3448532819747925)]
460	ad	[(2, 1.7676559686660767), (9, 1.4732969999313354)]
461	natur	[(15, 2.1023879051208496), (1, 1.7544881105422974)]
462	peac	[(0, 0.8878768086433411)]
463	almond	[(10, 2.6922693252563477), (12, 2.0548250675201416)]
464	ninja	[(1, 1.3320190906524658), (11, 1.3263890743255615)]
465	between	[]
466	step	[(3, 2.4932687282562256), (0, 1.8016666173934937)]
467	tast	[(5, 3.1597495079040527), (10, 2.4164600372314453)]
468	frustrat	[(19, 3.540684700012207), (14, 3.1237611770629883)]
469	secur	[(0, 2.001037836074829), (12, 1.5363967418670654)]
470	buyer	[(6, 1.8914711475372314), (0, 0.7160161733627319)]
471	someon	[]
472	washer	[(7, 3.124563694000244), (4, 1.9448294639587402)]
473	nutrit	[(12, 2.4406235218048096), (10, 2.0358903408050537)]
474	angri	[(0, 0.8878768086433411)]
475	espresso	[(0, 0.8878768086433411)]
476	loss	[(8, 3.4685864448547363), (0, 1.3064460754394531)]
477	push	[(13, 1.0807371139526367), (2, 1.0238596200942993)]
478	super	[(8, 1.339041829109192), (5, 1.324648380279541)]
479	inconveni	[(6, 2.345468282699585)]
480	they	[]
481	simplic	[(5, 1.883764624595642), (0, 0.7160161733627319)]
482	powerhous	[]
483	bewar	[(0, 0.8878768086433411)]
484	a_great_product	[(16, 3.2105259895324707), (6, 1.8914711475372314)]
485	so_i_purchas	[]
486	mechan	[(11, 3.2798285484313965), (3, 2.0991485118865967)]
487	sort	[(17, 2.4198009967803955), (3, 1.8046319484710693)]
488	bad	[(14, 3.483297109603882), (9, 2.0156261920928955)]
489	disast	[(19, 4.390531539916992)]
490	hate	[(3, 2.351839065551758), (4, 2.2198703289031982)]
491	anything_i_v	[]
492	clean	[(0, 1.0977977514266968), (10, 1.0310337543487549)]
493	cat	[(0, 2.2341086864471436)]
494	pour	[(4, 1.8409711122512817), (0, 1.6996017694473267)]
495	i_need	[(12, 2.0548250675201416), (4, 1.9448294639587402)]
496	nasti	[(10, 1.0290238857269287)]
497	than_i_need	[]
498	blend	[(1, 0.07570785284042358), (3, 0.07371670007705688)]
499	price	[(6, 1.3687235116958618), (15, 1.2138209342956543)]
500	could	[]
501	replac	[(3, 1.6207255125045776), (13, 1.5930546522140503)]
502	belov	[(2, 2.7472362518310547), (11, 2.6375327110290527)]
503	our	[]
504	as_describ	[(16, 2.3237838745117188), (2, 1.9884538650512695)]
505	question	[(8, 2.9202940464019775), (10, 1.2572609186172485)]
506	spindl	[(0, 1.6200236082077026)]
507	thesaurus	[(0, 0.8878768086433411)]
508	can_turn	[(6, 2.345468282699585)]
509	notic	[(1, 2.7093889713287354), (2, 1.5138055086135864)]
510	oppos	[]
511	follow	[(17, 2.104566812515259), (2, 1.7294124364852905)]
512	old	[(14, 1.2452548742294312), (0, 1.1814945936203003)]
513	hammer	[(0, 0.8878768086433411)]
514	excel	[(15, 2.4710893630981445), (5, 2.3608391284942627)]
515	eggplant	[(0, 0.8878768086433411)]
516	2inch	[(5, 2.335911989212036)]
517	processor	[(2, 2.905337333679199), (0, 2.100118398666382)]
518	favor	[(9, 2.5287225246429443)]
519	even	[]
520	cock	[(10, 1.0290238857269287)]
521	alon	[]
522	quit	[(18, 3.7983181476593018), (19, 3.540684700012207)]
523	updat	[(3, 1.3738622665405273), (10, 1.3708789348602295)]
